xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,Faulty
0.27964,3657.8,4552.9,9.4019,26.977,42.321,2710.4,75.533,120.35,0.3229,79.946,51.087,2638.7,24.898,52.391,3106.9,22.341,65.671,233.15,341.9,94.609,77.26,31.764,8.8939,26.46,6.8106,18.785,1.6532,32.942,13.756,24.08,1.2033,18.345,2.245,4.9473,2.2451,0.026425,0.81985,0.10648,53.786,44.148,62.073,54.719,27.548,61.904,22.595,38.932,41.3,52.067,47.984,40.239,19.548,0
0.28016,3637.8,4586,9.3651,27.004,42.078,2711.5,75.402,120.41,0.3223,79.863,51.813,2640.4,25.416,48.875,3107.1,22.745,65.688,234.55,342.1,94.606,76.874,31.764,8.8939,26.46,6.8106,18.785,1.6532,32.942,13.756,24.08,1.2033,18.345,2.245,4.9473,2.2451,0.026425,0.81985,0.10648,53.786,44.148,62.418,54.323,27.497,60.962,22.643,39.005,43.436,43.93,47.965,42.046,18.623,0
0.28943,3712.4,4526.5,9.4255,26.635,42.398,2711.7,74.987,120.38,0.33125,79.875,49.467,2640.7,25.286,48.444,3107.8,23.821,65.679,232.81,342.23,94.596,77.171,32.166,8.8123,26.666,6.9208,18.368,1.6129,32.985,13.715,23.85,1.1787,18.237,2.3027,4.7433,2.2801,0.026425,0.81985,0.10648,53.786,44.148,62.797,53.843,28.766,60.355,22.409,39.066,36.531,42.934,48.225,39.944,16.059,0
0.29121,3697,4508.1,9.2705,27.088,42.1,2713.3,75.376,120.47,0.33237,79.962,48.584,2641.6,25.215,50.616,3109.7,22.162,65.698,233.23,342.45,94.469,77.661,32.166,8.8123,26.666,6.9208,18.368,1.6129,32.985,13.715,23.85,1.1787,18.237,2.3027,4.7433,2.2801,-0.0037064,0.83693,0.10028,53.496,44.148,63.062,54.063,28.591,60.113,22.703,38.929,33.932,47.959,47.628,42.927,19.965,0
0.25666,3643.8,4554.8,9.3216,26.929,42.456,2714.6,75.552,120.38,0.3252,80.178,49.931,2644.7,22.262,51.112,3110.7,21.791,65.717,230.19,342.53,94.48,77.409,32.581,8.9509,26.625,6.9464,18.82,1.6719,32.806,13.881,24.506,1.08,18.244,2.2482,4.8658,2.3218,-0.0037064,0.83693,0.10028,53.496,44.148,63.025,54.563,24.809,61.427,22.992,38.59,37.898,49.108,47.712,40.935,20.841,0
0.25372,3636.4,4562.7,9.2567,26.773,42.282,2713.4,75.319,120.41,0.32456,80.013,47.629,2642.3,25.68,50.818,3109.8,22.156,65.749,231.73,342.88,94.487,76.973,32.581,8.9509,26.625,6.9464,18.82,1.6719,32.806,13.881,24.506,1.08,18.244,2.2482,4.8658,2.3218,-0.0037064,0.83693,0.10028,53.496,44.148,63.154,54.468,25.098,61.841,22.455,38.668,31.122,48.428,47.386,41.421,20.003,0
0.21082,3679.4,4564.2,9.2741,26.568,42.193,2708.5,76.035,120.38,0.34462,79.717,48.639,2637.1,27.281,48.013,3104.2,23.492,65.68,230.92,342.72,94.697,76.954,32.544,8.7676,26.51,7.1193,18.81,1.6862,32.761,13.806,23.902,1.3623,18.403,2.2578,4.7248,2.2525,-0.0037064,0.83693,0.10028,53.496,44.148,62.141,53.372,21.031,61.024,22.287,40.623,34.095,41.935,47.278,41.281,16.863,0
0.21143,3664.7,4544.2,9.2895,27.424,42.052,2707.5,75.606,120.37,0.33921,79.761,50.069,2636.8,25.437,49.383,3102.8,23.892,65.6,231.34,342.37,94.698,77.404,32.544,8.7676,26.51,7.1193,18.81,1.6862,32.761,13.806,23.902,1.3623,18.403,2.2578,4.7248,2.2525,-0.0037064,0.83693,0.10028,53.496,44.148,62.393,53.611,20.971,61.766,22.704,41.283,38.302,45.107,47.061,40.647,15.889,0
0.21108,3609,4486.1,9.4262,26.884,41.853,2710,74.826,120.4,0.33349,80.076,50.346,2639,25.068,49.433,3104.4,22.577,65.604,229.82,342.36,94.787,77.537,32.509,8.9143,26.567,6.7591,18.453,1.6583,33.329,13.784,23.99,1.1766,18.253,2.2294,4.8026,2.3301,0.0093194,0.82963,0.09904,53.813,43.047,61.693,54.324,20.949,63.291,22.764,39.997,39.117,45.221,47.44,40.588,18.985,0
0.20873,3627.1,4547.2,9.3992,26.833,42.375,2709.4,74.977,120.36,0.3339,80.056,49.915,2639.4,26.631,50.797,3104.9,23.403,65.652,228.2,342.27,94.808,77.29,32.509,8.9143,26.567,6.7591,18.453,1.6583,33.329,13.784,23.99,1.1766,18.253,2.2294,4.8026,2.3301,0.0093194,0.82963,0.09904,53.813,43.047,61.381,53.593,21.18,59.998,22.679,39.946,37.848,48.379,47.585,39.802,17.04,0
0.21201,3735.6,4541.6,9.1869,26.939,42.333,2710.8,75.193,120.4,0.32993,80.12,49.072,2639.9,23.411,50.924,3106.6,24.085,65.692,228.9,342.36,94.682,77.262,32.495,8.799,26.273,6.8324,18.866,1.6548,33.148,14.022,23.903,1.3399,18.528,2.2618,4.7455,2.2527,0.0093194,0.82963,0.09904,53.813,43.047,62.62,54.562,20.838,61.409,22.495,39.813,35.369,48.673,47.521,41.011,15.405,0
0.21187,3677.9,4523.7,9.2882,27.189,42.249,2708.7,76.406,120.42,0.33211,80.014,49.945,2638.3,24.322,52.364,3105.7,21.848,65.726,230.02,341.47,94.654,77.002,32.495,8.799,26.273,6.8324,18.866,1.6548,33.148,14.022,23.903,1.3399,18.528,2.2618,4.7455,2.2527,0.0093194,0.82963,0.09904,53.813,43.047,63.613,54.776,20.852,60.564,22.512,39.548,37.938,52.006,47.419,41.911,20.733,0
0.20966,3671.1,4520.2,9.2566,26.807,42.581,2706.4,74.794,120.41,0.3612,79.916,50.76,2635.2,24.771,50.393,3103.3,22.407,65.683,230.24,341.73,94.66,77.134,32.237,8.8401,26.724,6.5995,18.756,1.6725,32.799,13.835,23.996,1.1885,18.81,2.2975,4.8512,2.218,0.0093194,0.82963,0.09904,53.813,43.047,63.168,53.823,20.679,60.792,22.429,42.483,40.338,47.443,47.401,41.892,19.411,0
0.20734,3644.6,4505.7,9.4386,27.03,42.296,2705,74.827,120.39,0.356,79.952,50.896,2634.1,25.893,48.598,3100.5,23.104,65.675,230.94,341.27,94.64,76.963,32.237,8.8401,26.724,6.5995,18.756,1.6725,32.799,13.835,23.996,1.1885,18.81,2.2975,4.8512,2.218,-0.0018519,0.85312,0.088958,53.789,43.514,63.625,53.996,20.907,58.339,22.498,43.118,40.737,43.289,47.149,41.393,17.774,0
0.23493,3716,4534,9.3364,26.988,42.221,2704,75.477,120.42,0.3389,79.979,49.856,2632.9,24.573,49.657,3101.3,23.191,65.647,231.25,340.67,94.559,77.165,32.016,8.8997,26.757,7.0423,18.486,1.685,32.589,13.934,24.104,1.1075,18.405,2.2713,4.7781,2.3692,-0.0018519,0.85312,0.088958,53.789,43.514,64.595,53.922,22.741,61.319,22.35,40.34,37.678,45.741,47.04,41.235,17.568,0
0.23149,3742.2,4546,9.2998,26.554,42.199,2703.2,75.24,120.43,0.33748,80.072,49.631,2631.8,24.674,50.675,3101.3,23.36,65.643,230.06,340.27,94.408,77.144,32.016,8.8997,26.757,7.0423,18.486,1.685,32.589,13.934,24.104,1.1075,18.405,2.2713,4.7781,2.3692,-0.0018519,0.85312,0.088958,53.789,43.514,64.145,53.778,23.079,61.85,21.61,40.513,37.015,48.096,47.066,42.247,17.17,0
0.25459,3607.2,4511.2,9.314,26.996,42.425,2701.2,75.797,120.39,0.35108,80.028,49.299,2630,26.087,52.351,3099.6,23.981,65.651,227.43,340.31,94.658,77.285,31.785,8.756,26.74,6.9253,18.769,1.6516,32.757,13.713,24.337,1.2936,18.569,2.3119,4.883,2.2737,-0.0018519,0.85312,0.088958,53.789,43.514,62.642,54.884,25.135,61.046,22.148,41.589,36.038,51.976,47.218,40.256,15.69,0
0.25391,3637.3,4559,9.2898,26.92,42.087,2702.6,75.102,120.43,0.34798,80.238,51.195,2631.3,24.565,49.093,3101.1,22.978,65.672,230.8,340.14,94.712,77.706,31.785,8.756,26.74,6.9253,18.769,1.6516,32.757,13.713,24.337,1.2936,18.569,2.3119,4.883,2.2737,-0.0018519,0.85312,0.088958,53.789,43.514,62.123,54.312,25.203,62.174,21.809,41.967,41.617,44.436,46.835,41.594,18.026,0
0.28099,3641.2,4530.6,9.3797,26.593,42.166,2705.5,75.428,120.39,0.32744,80.357,51.777,2633.9,25.725,49.95,3102.9,21.782,65.767,229.72,340.11,94.687,77.536,31.707,8.9814,26.476,6.8927,18.459,1.6835,32.807,13.786,23.439,1.139,18.15,2.2629,4.7911,2.3686,0.020818,0.83605,0.10589,53.271,43.797,62.985,53.981,27.53,59.178,22.012,38.566,43.33,46.418,47.456,40.724,20.867,0
0.27892,3648.4,4552.5,9.3379,27.227,42.433,2705.5,75.014,120.42,0.32758,80.24,49.384,2633.6,25.162,50.33,3104,22.267,65.78,231.36,339.86,94.673,77.199,31.707,8.9814,26.476,6.8927,18.459,1.6835,32.807,13.786,23.439,1.139,18.15,2.2629,4.7911,2.3686,0.020818,0.83605,0.10589,53.271,43.797,62.863,53.719,27.733,61.766,22.012,38.55,36.286,47.297,47.487,41.757,19.734,0
0.29032,3682.8,4559.7,9.1964,27.229,42.456,2703.7,75.087,120.38,0.33114,79.979,50.077,2631.9,26.696,51.936,3103,23.586,65.763,230.31,340.33,94.669,76.849,31.966,8.7062,26.32,6.9462,19.235,1.6198,32.543,13.87,24.438,1.4356,18.688,2.2736,4.7743,2.2611,0.020818,0.83605,0.10589,53.271,43.797,62.532,54.421,28.992,60.874,22.027,39.97,38.326,51.014,47.761,40.213,16.653,0
0.29427,3642.1,4605.9,9.4353,26.83,42.269,2704.2,75.073,120.42,0.32961,79.906,49.832,2632.9,24.092,50.444,3102.2,22.493,65.727,232.24,340.45,94.704,76.983,31.966,8.7062,26.32,6.9462,19.235,1.6198,32.543,13.87,24.438,1.4356,18.688,2.2736,4.7743,2.2611,0.020818,0.83605,0.10589,53.271,43.797,63.232,53.868,28.604,60.803,22.004,40.157,37.605,47.561,47.773,40.95,19.25,0
0.26847,3677.7,4497.4,9.3662,26.725,42.169,2704.6,74.989,120.38,0.34062,80.008,49.969,2632.5,24.759,51.281,3102.5,23.251,65.732,233.56,340.4,94.766,77.518,32.077,8.9384,26.336,6.8505,18.543,1.6897,32.404,13.656,24.196,1.2413,18.416,2.279,4.8048,2.2493,0.020818,0.83605,0.10589,53.271,43.797,62.114,53.252,26.948,60.931,21.691,41.051,38.01,49.498,47.839,40.717,17.415,0
0.27315,3646.3,4476.4,9.304,26.352,42.406,2706.1,75.362,120.42,0.34239000000000003,80.31,51.627,2634.8,27.163,49.945,3103.9,23.196,65.768,232.72,340.2,94.574,77.69,32.077,8.9384,26.336,6.8505,18.543,1.6897,32.404,13.656,24.196,1.2413,18.416,2.279,4.8048,2.2493,0.024195,0.82912,0.08447,53.46,44.365,62.654,53.503,26.488,63.21,21.773,40.834,42.888,46.406,47.671,40.653,17.514,0
0.26108,3706.1,4523.2,9.29,27.08,42.11,2706.3,74.833,120.41,0.31672,80.255,51.48,2635.1,23.196,50.985,3105,21.876,65.817,231.29,339.95,94.69,77.372,31.996,8.7109,26.481,6.9264,18.704,1.6381,32.965,13.834,24,1.1844,18.423,2.238,4.802,2.3236,0.024195,0.82912,0.08447,53.46,44.365,62.449,54.62,25.905,59.319,21.977,38.15,42.455,48.814,47.79,40.481,20.66,0
0.26135,3660.5,4523.6,9.318,27.015,42.453,2705.6,74.968,120.41,0.31685,80.118,51.017,2634.7,24.224,50.776,3104.2,22.676,65.804,230.38,340.23,94.527,76.994,31.996,8.7109,26.481,6.9264,18.704,1.6381,32.965,13.834,24,1.1844,18.423,2.238,4.802,2.3236,0.024195,0.82912,0.08447,53.46,44.365,63.235,54.615,25.878,61.649,22.138,38.135,41.092,48.329,47.865,40.855,18.791,0
0.27074,3656.7,4583.4,9.219,26.863,41.972,2703.9,74.925,120.4,0.34056,79.948,50.388,2632.2,24.597,52.013,3101.6,22.921,65.776,231.96,340.36,94.704,76.719,32.027,9.0862,26.635,6.9231,18.71,1.6655,32.945,13.722,23.827,1.2809,18.622,2.2728,4.8708,2.3346,0.024195,0.82912,0.08447,53.46,44.365,62.628,53.532,26.802,62.726,21.798,39.895,39.242,51.192,47.724,41.638,18.253,0
0.27196,3661.3,4497.8,9.4065,27.205,42.679,2705.3,75.443,120.4,0.34019,80.101,48.299,2633.3,24.824,50.516,3101.8,22.139,65.752,231.52,340.94,94.647,77.337,32.027,9.0862,26.635,6.9231,18.71,1.6655,32.945,13.722,23.827,1.2809,18.622,2.2728,4.8708,2.3346,0.024195,0.82912,0.08447,53.46,44.365,62.548,54.556,26.681,61.241,22.332,39.94,33.095,47.728,47.762,40.908,20.06,0
0.26985,3650.5,4493.6,9.3465,26.67,42.294,2703.6,74.915,120.41,0.32419,80.015,50.624,2631.3,25.287,48.817,3101.8,23.377,65.749,232.64,340.64,94.69,77.47,32.571,8.8437,25.908,6.8859,19.231,1.676,33.005,13.87,24.064,1.2529,18.506,2.3097,4.8535,2.2325,0.0069455,0.837,0.094222,53.346,43.842,62.723,54.602,26.653,58.506,21.891,38.848,39.937,43.795,47.475,41.364,17.12,0
0.27002,3644.4,4554.1,9.381,26.86,42.832,2704.7,74.712,120.4,0.32686,80.154,48.619,2633.6,24.521,50.26,3102.6,22.925,65.746,230.89,340.16,94.601,77.23,32.571,8.8437,25.908,6.8859,19.231,1.676,33.005,13.87,24.064,1.2529,18.506,2.3097,4.8535,2.2325,0.0069455,0.837,0.094222,53.346,43.842,62.828,53.878,26.635,60.568,22.015,38.522,34.036,47.137,47.549,40.763,18.203,0
0.21517,3670.5,4483.7,9.2703,26.957,42.608,2703.9,75.016,120.43,0.34223,80.224,48.931,2632.7,26.49,50.951,3102.2,23.069,65.769,230.67,340.79,94.679,77.431,32.304,8.873,25.99,6.8652,18.9,1.6829,32.807,13.79,23.894,1.317,18.681,2.2633,4.8708,2.2674,0.0069455,0.837,0.094222,53.346,43.842,62.683,53.409,21.449,61.752,22.003,40.548,34.954,48.734,47.486,41.331,17.838,0
0.21657,3696.4,4473.3,9.3265,26.734,41.796,2703.1,74.266,120.38,0.33908,80.256,50.758,2631.2,22.869,50.869,3100.5,22.256,65.783,231.03,340.52,94.607,77.285,32.304,8.873,25.99,6.8652,18.9,1.6829,32.807,13.79,23.894,1.317,18.681,2.2633,4.8708,2.2674,0.0069455,0.837,0.094222,53.346,43.842,62.239,53.533,21.311,60.028,21.997,40.933,40.332,48.545,47.368,40.189,19.77,0
0.23693,3657.9,4486,9.3697,26.776,42.355,2700.5,75.571,120.42,0.33267,80.136,49.602,2628.7,24.639,50.699,3098.8,23.408,65.816,230.46,340.44,94.699,77.096,31.844,8.921,26.418,6.8057,18.648,1.6899,32.76,13.945,24.119,1.1783,18.718,2.2736,4.9235,2.2875,0.0069455,0.837,0.094222,53.346,43.842,63.088,54.145,23.879,59.798,21.879,39.598,36.928,48.152,47.335,41.852,17.057,0
0.23984,3649.3,4531.1,9.3065,27.18,42.303,2698.5,75.182,120.36,0.3306,79.969,51.466,2626.2,26.43,50.069,3097.4,22.487,65.772,231.82,339.74,94.776,77.084,31.844,8.921,26.418,6.8057,18.648,1.6899,32.76,13.945,24.119,1.1783,18.718,2.2736,4.9235,2.2875,0.024059,0.83326,0.11352,54.456,44.092,63.236,53.605,23.593,63.366,21.805,39.85,42.414,46.694,47.33,40.076,19.257,0
0.28499,3675.6,4554.1,9.3774,26.783,41.918,2699.7,75.604,120.43,0.35078,80.052,51.243,2627.9,25.863,50.677,3098,22.464,65.699,229.32,339.84,94.666,77.35,32.059,8.8323,26.467,6.8984,18.7,1.6559,33.171,13.849,23.841,1.3556,18.581,2.2461,4.793,2.36,0.024059,0.83326,0.11352,54.456,44.092,63.349,53.95,28.134,59.955,21.915,41.591,41.759,48.1,47.559,41.347,19.308,0
0.28648,3669.7,4530.7,9.3371,26.791,42.193,2700.8,74.876,120.41,0.35051,80.203,51.057,2630,24.734,46.833,3098.5,23.595,65.726,229.37,339.95,94.543,77.445,32.059,8.8323,26.467,6.8984,18.7,1.6559,33.171,13.849,23.841,1.3556,18.581,2.2461,4.793,2.36,0.024059,0.83326,0.11352,54.456,44.092,63.451,54.23,27.987,62.982,22.13,41.623,41.21,39.204,47.56,40.871,16.609,0
